OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,Latitude,Longitude
52648,Stripes #42566,US-67 & SR-158,Ballinger,TX,612,3.05566666,31.7388583,-99.94633259999999
52649,FLYING J TRAVEL PLAZA #623,"I-10, EXIT 192 & US-90",Midway,FL,20,3.799,30.5041672,-84.4591011
52651,TA NEW BRAUNFELS TRAVEL CENTER,"I-35, EXIT 193",New Braunfels,TX,740,3.449,29.6852291,-98.1304619
52652,PILOT TRAVEL CENTERS #47,"I-275, EXIT 129",Georgetown,KY,410,3.20566666,39.029484,-84.5390809
52656,TRAVELING TIGER CENTER,"I-10, EXIT 87",Sierra Blanca,TX,640,3.15566666,31.1713475,-105.3474948
52658,LOVES TRAVEL STOP #274,"I-40, EXIT 221 & SR-27",Okemah,OK,560,3.35566666,35.4221816,-96.2996837
52659,LOVES TRAVEL STOP #276,"I-10, EXIT 20",Lordsburg,NM,640,3.45733333,32.3411174,-108.7064248
52661,LOVES TRAVEL STOP #281,"I-35 WEST, EXIT 40",Fort Worth,TX,630,3.18733333,32.808742,-97.3148454
52663,EXXON,"I-20/I-59, EXIT 17 & SR-28",Livingston,AL,705,2.979,32.344571,-88.767113
52664,PETRO STOPPING CENTER #378,I-81 EXIT 178B,Pittston,PA,200,4.16566666,39.4719443,-77.9881216
52667,EXPRESS LANE TRAVEL CENTER,"I-20, EXIT 100 & US-80",Lawrence,MS,705,3.299,32.332764,-89.13974809999999
52669,COLUMBIA TRUCK STOP,US-46,Columbia,NJ,115,3.079,40.9213342,-75.0889599
52674,FLYING J TRAVEL PLAZA #738,"I-20/FM707, EXIT 277",Tye,TX,575,3.124,32.4600782,-99.8682039
52675,PILOT TRAVEL CENTER #907- TOWN PUMP,"I-94, EXIT 138",Miles City                              ,MT,780,3.499,46.3875324,-105.8394208
52676,PILOT TRAVEL CENTERS #336,"I-80, EXIT 97 & US-219",Du Bois,PA,14,4.034,41.1165834,-78.7652716
52678,STRIPES 7FLEET #42433,US-277,Bronte,TX,739,3.474,31.8866127,-100.2921644
52679,LOVES TRAVEL STOP #404,"I-295, EXIT 56 & I-95, EXIT 7",Bordentown,NJ,150,3.979,32.2247417,-81.1663809
52680,PILOT TRAVEL CENTER #91,"I-95, EXIT 329",Saint Johns,FL,75,3.424,30.0756473,-81.4987762
52680,PILOT TRAVEL CENTERS #91,"I-95, EXIT 329",Saint Johns,FL,75,3.499,30.0756473,-81.4987762
52683,PILOT TRAVEL CENTER #145,"I-40/US-71/US-62, EXIT 72 AND US-412",Springdale,AR,416,3.463,36.1749756,-94.1629532
52683,PILOT TRAVEL CENTERS #145,"I-40/US-71/US-62, EXIT 72 AND US-412",Springdale,AR,416,3.459,36.1749756,-94.1629532
52684,KWIK STAR #348,US-30/US-67,Clinton,IA,270,3.624,41.8378198,-90.1932131
52685,LOVES TRAVEL STOP #275,"I-40/US-63, EXIT 233 & SR-261",Palestine,AR,435,3.31566666,34.9660213,-90.9055028
52686,LOVES TRAVEL STOP #278,"I-40, EXIT 277",Joseph City,AZ,930,3.60733333,34.9542598,-110.329108
52687,LOVES TRAVEL STOP #286,"I-10, EXIT 17",Quartzsite,AZ,930,3.949,33.6615092,-114.2296098
52690,LOVES TRAVEL STOP #415,"I-95 & OKEECHOBEE RD, EXIT 129",Fort Pierce,FL,95,3.50566666,27.4247323,-80.3694492
52691,PILOT TRAVEL CENTERS #312,"I-20/SR-402, EXIT 5 & SR-100",Tallapoosa,GA,18,3.449,33.7206072,-85.27962149999999
52691,PILOT TRAVEL CENTER #312,"I-20/SR-402, EXIT 5 & SR-100",Tallapoosa,GA,18,3.389,33.7206072,-85.27962149999999
52692,PILOT TRAVEL CENTER #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.699,38.7417239,-89.9101409
52692,PILOT TRAVEL CENTERS #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.439,38.7417239,-89.9101409
52692,PILOT TRAVEL CENTERS #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.439,38.7417239,-89.9101409
52692,PILOT TRAVEL CENTERS #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.439,38.7417239,-89.9101409
52692,PILOT TRAVEL CENTER #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.379,38.7417239,-89.9101409
52692,PILOT TRAVEL CENTER #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.579,38.7417239,-89.9101409
52697,FLYING J TRAVEL PLAZA #747,"I-15, EXIT 261",Springville                             ,UT,835,3.76566666,40.1610184,-111.646898
60084,SUNSTOP #625,US-84,Ashford,AL,20,3.599,31.1755348,-85.237851
60106,SUNSTOP #619,US-84,Daleville,AL,720,3.399,31.2900451,-85.7063243
60114,SUNSTOP #606,US-84/SR-167,Enterprise,AL,20,3.699,31.3341943,-85.86005449999999
60136,HOBO PANTRY #18,US-431,Headland                                ,AL,20,3.599,31.3553375,-85.3273349
60145,OCS QUICK STOP,US-43/SR-13,Mount Vernon                            ,AL,715,3.699,30.8923361,-88.0397819
60147,HOP-IN FOOD STORES,US-82 & SR-22,Maplesville,AL,720,3.399,32.7695079,-86.880146
60191,PILOT #1180,"I-10, EXIT 94",Tonopah,AZ,930,3.899,33.4958668,-112.9308912
60191,PILOT TRAVEL CENTER #1180,"I-10, EXIT 94",Tonopah,AZ,930,3.899,33.4958668,-112.9308912
60206,TA EXPRESS #649,"I-25, EXIT 52",Walsenburg,CO,796,4.259,37.6394467,-104.7744332
60208,BERKSHIRE PETROLEUM,"I-91, EXIT 9",North Haven,CT,100,3.549,41.3835156,-72.8667498
60220,ZELLWOOD TRUCK STOP,US-441,Zellwood,FL,140,3.499,28.7296541,-81.6047644
60224,SUNSTOP #419,US-19,Camilla,GA,20,3.499,31.2503245,-84.1982568
60226,CIRCLE K #2723903,US-82 & SR-520,Dawson,GA,20,3.499,31.7707499,-84.4482153
60229,96 TRAVEL PLAZA,"I-16, EXIT 24",Jeffersonville                          ,GA,85,3.399,32.4159572,-82.3819787
60230,CIRCLE K #2745152,US-19,Pelham,GA,20,3.499,31.1277604,-84.1403704
60242,KWIK STAR #711,US-18/US-52,Monona,IA,565,3.624,43.004301,-91.309375
60243,PETRO MART,"I-29, EXIT 112",Onawa,IA,527,3.15733333,42.0111744,-96.1194807
60245,STINKER #74,"I-84, EXIT 137",Bliss,ID,785,3.634,42.928867,-114.9420628
60248,METRO,"I-95, EXIT 12",Avenel                                  ,NJ,115,3.299,40.5705186,-74.2529697
60250,ELIZABETH TRUCK STOP,"I-95, EXIT 13A & SR-81",Elizabethport,NJ,115,3.399,40.1880204,-74.611311
60255,HUCKS FOOD & FUEL #186,US-51/CR-1450 & US-136,Heyworth,IL,368,3.479,40.3119672,-88.9787543
60255,HUCKS FOOD & FUEL #186,US-51/CR-1450 & US-136,Heyworth,IL,368,3.549,40.3119672,-88.9787543
60256,BOLLA MARKET,"I-84, EXIT 1",Montague,NJ,115,3.519,41.5478512,-73.7437548
60270,CHUCKLES #27,SR-57,Washington                              ,IN,340,3.339,38.6586632,-87.170187
60273,24-7,"I-70, EXIT 53 & SR-25",Colby,KS,525,3.05566666,39.3647126,-101.042535
60280,JUMP START #9,"I-35, EXIT 4",South Haven,KS,570,3.069,37.9418219,-96.7515814
60282,CRVS #7,SR-96 & SR-27,Tribune,KS,525,3.399,38.465777,-101.7523881
60294,LITTLE CAPITOL EXXON,"I-10, EXIT 115",Breaux Bridge                           ,LA,600,3.899,30.2973891,-91.9083385
60295,EXIT 80 TRAVEL PLAZA,"I-10, EXIT 80",Crowley                                 ,LA,730,3.109,30.2366875,-92.3847158
60298,BEAU CHENE TRUCK STOP,"I-49, EXIT 11",Grand Coteau,LA,730,3.399,30.4125504,-92.0547452
60313,WHITE MARSH TRUCK STOP,US-40,White Marsh                             ,MD,22,3.369,39.3711328,-76.4348417
60316,CIRCLE K #4707001,"I-95, EXIT 264 & SR-158",Sherman,ME,170,3.93233333,45.902026,-68.3877524
60324,FUEL MART OF AMERICA,"I-75, EXIT 59",Detroit                                 ,MI,325,3.499,42.3319272,-83.0852457
60326,SUNRISE CONVENIENCE STORE #29,"I-69, EXIT 184                ",Memphis                                 ,MI,325,3.559,39.0897498,-86.5685766
60326,SUNRISE CONVENIENCE STORE #29,"I-69, EXIT 184                ",Memphis                                 ,MI,325,3.499,39.0897498,-86.5685766
60328,SPEEDWAY #8748,"I-69, EXIT 6",Flint,MI,342,3.339,42.9973253,-83.7055762
60329,CHARLIES COUNTRY CORNER,"I-75, EXIT 271",Grayling,MI,287,3.899,44.6577534,-84.6994768
60329,CHARLIES COUNTRY CORNER,"I-75, EXIT 271",Grayling,MI,287,3.799,44.6577534,-84.6994768
60333,LAKESHORE BP,US-2,Manistique,MI,287,3.499,45.953558,-86.24668
60341,SNAPPY FOOD MART,ST 60,Tekonsha,MI,431,3.589,42.0933791,-84.985805
60342,True North #254,US-31 & SR-37,Traverse City,MI,456,3.789,44.7641901,-85.5952894
60342,True North #254,US-31 & SR-37,Traverse City,MI,456,3.729,44.7641901,-85.5952894
60344,DORR TRUCK STOP,"US-131, EXIT 68",Wayland,MI,344,3.499,42.6676281,-85.6615431
60347,KWIK TRIP #875,"I-90, EXIT 157, BRIDGE ST ENTRANCE",Albert Lea,MN,515,3.324,43.6869183,-93.3550178
60358,PETRO SERVE USA #54,US-10,Glyndon,MN,341,3.449,46.8773567,-96.5787891
60372,FLYING W CONVENIENCE STORE,SR-96,Carthage                                ,MO,277,3.199,37.1788586,-94.326872
60373,FLYING J #571,"I-57, EXIT 12 & US-60",Charleston,MO,490,3.559,36.9117199,-89.3294336
60374,PILOT TRAVEL CENTERS #385,US-54 & SR-13,Collins                                 ,MO,416,3.49566666,37.6375302,-98.4255203
60379,FAST LANE #50,US-54/SR-19,Laddonia,MO,540,3.15733333,39.2410036,-91.6455795
60380,AMOCO,US-63/US-136,Lancaster,MO,320,3.249,40.5225321,-92.54412049999999
60382,WINDSTARS #5101,"I-435, EXIT 57",Kansas City,MO,400,3.099,39.1339798,-94.4991319
60383,CASEYS #4399,"I-70, EXIT 175",New Florence,MO,392,2.949,38.8986357,-91.4534166
60392,Kangaroo Crossing #1107,"I-20, EXIT 68 & SR-43",Pelahatchie,MS,705,3.199,32.2876552,-89.7932696
60398,TOWN PUMP FOOD STORE #610,"I-90, EXIT 333",Livingston                              ,MT,786,3.644,45.6521097,-110.5420396
60400,CAN AM C STORE,SR-16,Plentywood,MT,807,3.499,48.7736125,-104.5562012
60416,MINUTEMAN FOOD MART #20,US-74 & US-76,Whiteville                              ,NC,245,3.46066666,34.3376597,-78.8013028
60420,PUMP & PANTRY #35,US-183,Alma,NE,330,3.459,40.1028777,-99.3695188
60426,BONS BONS MOBIL,US-3,Merrimack,NH,125,3.699,42.8526047,-71.4917659
60434,ENRITE,US-9,Linden,NJ,79,3.34233333,40.6239222,-74.2456604
60442,Circle K #4706716,SR-71 & SR-47,Yorkville,IL,290,3.799,41.61947180000001,-88.4478633
60442,Circle K #4706716,SR-71 & SR-47,Yorkville,IL,290,3.499,41.61947180000001,-88.4478633
60442,Circle K #4706716,SR-71 & SR-47,Yorkville,IL,290,3.599,41.61947180000001,-88.4478633
60460,HAHN OIL,US-36,Coshocton                               ,OH,315,3.299,40.2856037,-81.8664175
60461,TRUE NORTH #704,"I-75, EXIT 56A",Dayton                                  ,OH,317,3.799,39.8070305,-84.1889779
60463,Anna Truck Stop,"I-75, EXIT 99",Anna,OH,411,3.01566666,40.3944932,-84.1727231
60465,MOTOMART #4129,ST 309,Marion                                  ,OH,411,3.34233333,40.5887206,-83.127568
60471,FUEL MART #701,"I-480/I-271, EXIT 23 & SR-8",Bedford,OH,305,3.529,41.4000793,-81.50777509999999
60473,BELL STORES #50,ST 3,Wooster,OH,249,3.599,40.798237,-81.9399145
60476,PETES #11,US-75,Dewey,OK,560,3.154,36.7939179,-95.93558
60508,FEGLEY VALERO,SR-309,Tamaqua,PA,90,3.599,40.8004716,-75.9700328
60513,CIRCLE K #2723873,US-17,Georgetown,SC,42,2.899,33.346883,-79.2960475
60515,FLASH MARKET #302,SR-9 & SR-151,Pageland,SC,46,3.38566666,34.7739633,-80.38244209999999
60516,ENMARKET #892,"I-95, EXIT 150",Harleyville,SC,195,3.399,33.7529107,-80.1845238
60519,CORNER PANTRY #25,US-14,Huron,SD,571,3.079,44.3704438,-98.2050923
60538,TEXACO #380031,ST 21W,Bryan,TX,765,3.399,30.6743643,-96.3699632
60539,SHELL,US-96 & SR-62/FM-1004,Buna,TX,610,3.10233333,30.4416594,-93.9692062
60540,CIRCLE K #2706340,"I-20, EXIT 533",Canton,TX,630,2.77566666,32.5830161,-95.8663294
60551,CIRCLE K #2744522,"I-30, EXIT 201  I-30 & SR-8",New Boston,TX,766,2.94233333,33.1615343,-95.2265731
60554,CEFCO #2070,"I-27, EXIT 49",Plainview,TX,700,2.83233333,34.2039027,-101.7423123
60565,CEFCO #2006,"I-40, EXIT 163",Shamrock,TX,585,3.099,35.2312757,-100.2455525
60579,SPEEDWAY #4633,US-220/US-221/US-460,Roanoke,VA,185,3.399,37.2823854,-79.9334981
60587,BJS AUTO TRUCK PLAZA,SR-28,Rock Island,WA,970,4.099,47.3713933,-120.141286
60587,BJS AUTO TRUCK PLAZA,SR-28,Rock Island,WA,970,3.999,47.3713933,-120.141286
60589,RIVER COUNTRY PLAZA,"SR-29, EXIT 91",Cadott,WI,295,3.39733333,44.9378545,-91.1602578
60590,DARLINGTON MINI MART,SR-23 & SR-81,Darlington,WI,420,3.399,42.6801439,-90.1178858
60601,HOLIDAY STATIONSTORE #2746229,US-53/US-2,Superior,WI,545,3.339,46.7222431,-92.0685013
60635,EXXON ON THE RUN,US-62/US-412 & SR-126,Gassville                               ,AR,535,3.695,36.2872063,-92.4817393
60650,SHELL DBA ONE9 #1244,"I-8, EXIT 115",Gila Bend,AZ,930,3.259,32.9392294,-112.7584085
60650,ONE9 #1244,"I-8, EXIT 115",Gila Bend,AZ,930,3.359,32.9392294,-112.7584085
60700,PWI #502,"I-70/US-40, EXIT 259",Golden,CO,800,3.199,39.7121245,-105.3018305
60707,REATA TRAVEL STOP,"I-76, EXIT 125",Sterling,CO,800,3.399,40.6249026,-103.1697026
60708,CRVS STORE #6,US-385,Wray,CO,800,3.449,40.0818458,-102.2288504
60762,BP,US-1 & US-341,Baxley,GA,195,3.599,31.7784447,-82.3485931
60768,GAS N GO FOOD STORE,"I-75, EXIT 290/US-41",Cartersville,GA,48,2.94233333,34.1762192,-84.7861245
60773,NEIGHBORS EXPRESS,US-341/SR-27 & US-129 ALT/SR-340,Hawkinsville,GA,20,3.399,31.8914484,-85.0832338
60779,Marathon,US-129,Eatonton                                ,GA,85,3.399,33.3250931,-83.4079672
60781,JP PERRY,"I-75, EXIT 138",Perry                                   ,GA,85,3.08233333,32.4729698,-83.7435528
60783,CIRCLE K #2723324,US-441/US-23/SR-15 & SR-17A/SR-385,Clarkesville,GA,16,3.439,32.3264205,-82.5645358
60787,MARATHON,"I-20, EXIT 11",Lithia Springs,GA,48,2.87233333,33.7685714,-84.6528978
60788,SPRINT FOODS #722,US-1/SR-4/SR-17 & SR-24,Louisville                              ,GA,85,4.099,33.0040747,-82.39580629999999
60791,MARATHON #9,"I-475, EXIT 1",Macon,GA,85,3.039,32.8092414,-83.7255628
60795,CIRCLE K #2745080,US-319/US-129/SR-90/SR-11,Ocilla,GA,10,3.62566666,31.5942166,-83.2505454
60797,EVANS FOOD MART,SR-20,Rome,GA,193,3.699,34.2613025,-85.1839484
60804,JET FOOD STORE #4,US-1 & SR-78,Wadley,GA,135,3.41566666,32.8676944,-82.39526
60807,BATAVIA GARDENS AND GAS,"US-34, EXIT 203",Batavia,IA,320,3.379,41.0036413,-92.1725168
60817,KWIK STAR #712,US-218 & SR-27,Janesville,IA,565,3.599,42.5425733,-92.42476979999999
60822,CASEYS #3639,US-18/US-52,Postville,IA,420,3.599,43.0854497,-91.58901519999999
60829,BARRY TRAVEL PLAZA,"I-72, EXIT 20",Barry,IL,540,3.599,39.7044807,-91.0397426
60833,SPEEDWAY #5400,CR-11 & CR-23,Bloomingdale,IL,290,3.759,41.9575285,-88.0809036
60834,SPEEDWAY #7422,SR-43,Burbank,IL,293,3.619,41.7455094,-87.7996189
60839,FREEDOM OIL #18,"I-74, EXIT 82",Edwards,IL,270,3.499,39.1525449,-84.5413142
60839,FREEDOM OIL #18,"I-74, EXIT 82",Edwards,IL,270,3.399,39.1525449,-84.5413142
60839,FREEDOM OIL #18,"I-74, EXIT 82",Edwards,IL,270,3.899,39.1525449,-84.5413142
60846,EXPRESS LANE #50,"I-88, EXIT 10",Hillsdale                               ,IL,270,3.699,41.6017853,-90.191753
60846,EXPRESS LANE #50,"I-88, EXIT 10",Hillsdale                               ,IL,270,3.999,41.6017853,-90.191753
60846,EXPRESS LANE #50,"I-88, EXIT 10",Hillsdale                               ,IL,270,3.799,41.6017853,-90.191753
60851,SPEEDWAY #7382,I-355 & SR-64,Lombard,IL,293,3.249,41.8736169,-88.0350565
60851,SPEEDWAY #7382,I-355 & SR-64,Lombard,IL,293,3.349,41.8736169,-88.0350565
60851,SPEEDWAY #7382,I-355 & SR-64,Lombard,IL,293,3.299,41.8736169,-88.0350565
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,510,3.189,38.7143369,-88.0933208
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,510,3.249,38.7143369,-88.0933208
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,510,3.399,38.7143369,-88.0933208
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,510,3.189,38.7143369,-88.0933208
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,510,3.349,38.7143369,-88.0933208
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,510,3.399,38.7143369,-88.0933208
60865,Truckquest,"I-55, EXIT 286",Cicero,IL,290,3.599,39.4129814,-89.6435812
60865,Truckquest,"I-55, EXIT 286",Cicero,IL,290,3.649,39.4129814,-89.6435812
60871,WENONA BP,"I-39/US-51, EXIT 35 & SR-17",Wenona                                  ,IL,280,3.499,41.0279788,-89.0477007
60881,GAS AND STUFF,"I-64, EXIT 118",Georgetown                              ,IN,415,3.799,38.2813335,-85.9467374
60882,SPEEDWAY #6666,US-33,Goshen,IN,465,3.81566666,41.5889856,-85.8455482
60887,STERNBERG CITGO TRUCK STOP,"I-64, EXIT 57",Jasper                                  ,IN,340,3.759,38.2439499,-86.4411156
60890,JACK FLASH,I-57 EXIT 135,Farina,IL,510,3.099,38.8300635,-88.793175
60890,JACK FLASH,I-57 EXIT 135,Farina,IL,510,3.199,38.8300635,-88.793175
60900,7-ELEVEN #40504,"I-80/I=90, MM 56 EB",Rolling Prairie,IN,465,3.999,41.5924002,-87.2316859
60902,SPEEDWAY #6674,"I-80/I-90, EXIT 72 & SR-31",South Bend,IN,465,3.69066666,41.5924002,-87.2316859
60913,J Mart #1,"HWY 50 E, HWY 83 N",Garden City,KS,525,3.529,37.9619352,-100.8396842
60926,CENEX,US-36 & US-83,Oberlin,KS,525,3.159,39.8280679,-100.5342625
60958,NORTH WEST TRUCK STOP,US-90 & SR-3211,Franklin,LA,600,3.399,29.7820255,-91.5203719
60979,TOBACCO PLUS #5,"I-10, EXIT 4 & US-90",Vinton,LA,690,2.999,30.1807764,-93.5775104
60988,GULF OIL LP #5020,"I-90, MM291",Blandford,MA,215,3.914,42.2028243,-72.9438002
60989,Blandford Service Plaza Westbound,"I-90, EXIT MM29",Blandford,MA,215,3.919,42.2028243,-72.9438002
60993,GULF #5165,"I-90, EXIT 12",Framingham,MA,34,4.06566666,42.3070606,-71.4418546
60997,GULF OIL #5035,I-90 MM 66.7,Ludlow,MA,215,3.914,42.1692081,-72.4598266
60998,GULF OIL #5030,"I-90, EXIT 7",Ludlow,MA,215,3.909,42.1600936,-72.47591899999999
61004,Applegreen,SR-15,Sturbridge,MA,215,3.999,42.1084122,-72.0787059
61006,GULF OIL LP #5155,"I-90, EXIT 11",Westborough                             ,MA,215,3.909,42.2382777,-71.6000272
61019,MARDELA GOOSE CREEK FOOD STORE,US-50,Mardela Springs                         ,MD,194,3.979,38.4634081,-75.7539787
61021,WESTOVER GOOSE CREEK,US-13 & SR-673,Westover                                ,MD,194,3.259,38.1292931,-75.6950896
61028,MARATHON,"US-10, EXIT 137",Bay City,MI,260,3.259,44.0541417,-87.1596104
61028,MARATHON,"US-10, EXIT 137",Bay City,MI,260,3.199,44.0541417,-87.1596104
61030,HAGGERTY JOY MOBIL,I-275,Canton                                  ,MI,325,3.699,42.3080164,-83.442385
61032,MARATHON,US-10/US-127,Clare,MI,260,3.289,43.8270479,-84.75040349999999
61032,MARATHON,US-10/US-127,Clare,MI,260,3.299,43.8270479,-84.75040349999999
61034,MOTOR CITY TRUCK STOP,"I-75, EXIT 43",Detroit                                 ,MI,325,3.499,42.331427,-83.0457538
61037,HEARTLAND MOBIL,US-23,Fenton,MI,342,3.849,42.7940197,-83.7355946
61038,SPEEDWAY #8753,"I-475, EXIT 4",Burton,MI,342,3.399,43.0045041,-83.6771659
61038,SPEEDWAY #8753,"I-475, EXIT 4",Burton,MI,342,3.289,43.0045041,-83.6771659
61038,SPEEDWAY #8753,"I-475, EXIT 4",Burton,MI,342,3.089,43.0045041,-83.6771659
61038,SPEEDWAY #8753,"I-475, EXIT 4",Burton,MI,342,3.259,43.0045041,-83.6771659
61042,CITGO,"US-131, EXIT 44",Kalamazoo,MI,465,3.499,42.2705846,-85.6544715
61057,CIRCLE K #2746537,US-2 & US-41,Rapid River                             ,MI,360,3.499,45.9267414,-86.9747202
61057,CIRCLE K #2746537,US-2 & US-41,Rapid River                             ,MI,360,3.319,45.9267414,-86.9747202
61057,CIRCLE K #2746537,US-2 & US-41,Rapid River                             ,MI,360,3.399,45.9267414,-86.9747202
61057,CIRCLE K #2746537,US-2 & US-41,Rapid River                             ,MI,360,3.449,45.9267414,-86.9747202
61063,PS Food Mart,I-69 EXIT 25,Tekonsha,MI,431,3.589,42.1039554,-84.996083
61063,PS Food Mart,I-69 EXIT 25,Tekonsha,MI,431,3.519,42.1039554,-84.996083
61076,Holiday StationStore #2746408,"I-35, EXIT 129",Forest Lake,MN,448,3.399,45.2779031,-93.0040959
61080,CO-OP SERVICE,US-10 & CR-67,New York Mills,MN,250,3.499,46.5213214,-95.3639397
61090,Northdale Oil,US-59 & SR-1,Thief River Falls                       ,MN,355,3.239,48.1191262,-96.1815379
61093,CIRCLE K #2746501,"I-90, EXIT 45 & SR-60",Worthington,MN,432,3.14233333,43.6378254,-95.5925718
61099,LOVES TRAVEL STOP #488,"I-55, EXIT 157 & SR-32",Bloomsdale,MO,540,3.38233333,38.0090963,-90.2260699
61102,FAST LANE #54,US-63,Columbia,MO,310,3.20733333,38.9485753,-92.2935273
61106,TEMP STOP #102,US-54 & SR-52,Eldon,MO,392,3.199,38.34836360000001,-92.58157589999999
61110,HB OF RANDOLPH,"I-435, EXIT 55B & SR-210",Kansas City,MO,400,3.149,39.1339798,-94.4991319
61111,Caseys #4540,"I-35, EXIT 40 & SR-116",Lathrop,MO,400,3.07566666,39.5657266,-94.4429784
61115,BREAK TIME #3071,US-24 & US-63,Moberly,MO,310,3.469,39.4186657,-92.4121452
61118,MIDWEST PETROLEUM #21,"I-55, EXIT 129",Perryville,MO,275,2.99066666,37.7303348,-89.9046674
61145,TEXACO,US-49 & US-98,Hattiesburg,MS,620,3.199,31.3037417,-89.3129392
61146,STUCKEYS EXPRESS #619,"I-59, EXIT 113 & SR-528",Heidelberg                              ,MS,620,3.499,31.975507,-89.2795721
61149,CEFCO #501,US-45,Lauderdale,MS,705,2.899,32.5160739,-88.5295915
61168,Blue Sky #717,US-72 & SR-15,Walnut,MS,435,3.099,34.952525,-88.9033547
61171,CHEVRON CURB STORE,US-49 & SR-26,Wiggins,MS,620,3.499,32.8894882,-90.3868632
61176,TOWN PUMP FOOD STORE #8947,US-2,Chinook,MT,815,3.629,48.5949508,-109.2318841
61182,TOWN PUMP FOOD STORE #3000,US-87,Lewistown,MT,815,3.599,47.0556202,-109.4441152
61193,SPEEDWAY #8502,"I-75, EXIT 161 & CR-99",Findlay,OH,411,3.299,41.0455163,-83.6728838
61195,MINUTEMAN FOOD MART #06,SR-24,Clinton,NC,245,3.649,34.992985,-78.3351113
61205,SPEEDWAY #6961,"I-40, EXIT 303",Garner,NC,177,2.92066666,35.6911401,-78.5730987
61210,SHEETZ #548,US-29,Greensboro,NC,65,2.859,36.0980746,-79.7654221
61254,7-ELEVEN #36075,"I-77, EXIT 65 & SR-901",Union Grove,NC,46,2.859,35.903683,-80.69063919999999
61266,CENEX CONVENIENCE STORE,US-2 & SR-19,Devils Lake,ND,355,3.249,48.1115023,-98.8721849
61269,FLYING J #489,"I-29, EXIT 138",Grand Forks,ND,341,3.61566666,47.9153616,-97.093676
61271,MARATHON,"I-94, EXIT 292",Valley City,ND,341,3.499,46.911047,-98.0102485
61291,FLEMING OIL FOOD MART,ST 9,West Chesterfield,NH,12,3.899,42.9036282,-72.5151566
61292,ENRITE,"I-95, EXIT 14A",Jersey City,NJ,115,3.349,40.6842468,-74.0979426
61301,SUNOCO- WALT WHITMAN PLAZA #7007,"NJTP,MILE POST 30",Cherry Hill,NJ,150,3.899,39.89975,-74.9875015
61304,A Plus MOLLY PITCHER PLAZA #7011,MILE POST 71.7 NJ TURNPIKE SO,Cranbury,NJ,115,3.909,40.3074458,-74.4925081
61305,BP,US-130,Cranbury,NJ,150,3.14566666,40.306122,-74.5107755
61308,CARLSTADT VALERO,SR-120,Carlstadt,NJ,115,3.199,40.8236642,-74.0729103
61312,BLUE STAR,US-202 & SR-31,Flemington                              ,NJ,115,3.399,40.42525639999999,-74.8638703
61326,SUNOCO JAMES F COOPER PLAZA- #7008,MILEPOST 39 NJ TURNPIKE N,Mount Laurel,NJ,150,3.959,39.9589917,-74.9178202
61328,KW RASTALL OIL,US-130,North Brunswick,NJ,115,3.199,40.4384,-74.4808159
61333,46 GAS AND TRUCK STOP,US-46,Palisades Park,NJ,115,3.23566666,40.8456804,-73.9913672
61337,SUNOCO- JOHN FENWICK PLAZA #7006,"NJTP, MM 5",Penns Grove,NJ,150,3.909,40.1755584,-74.6331763
61339,FUEL ONE,"I-78, EXIT 3 & US-22",Phillipsburg,NJ,79,3.359,40.6967348,-75.182132
61346,SUNOCO- ALEXANDER HAMILTON PLAZA #7016,NEW JERSEY TURNPIKE SOUTH MILEPOST 111.6 ,Secaucus,NJ,115,3.899,40.7578509,-74.0859424
61357,KENT KWIK #501,US-70 & US-54,Alamogordo,NM,593,2.98233333,32.9428016,-105.9674437
61364,HUNTINGTON BROADWAY CONOCO,US-64 BUS,Farmington,NM,614,3.799,36.7280556,-108.2080063
61409,104 STORE,SR-370/SR-104,Red Creek                               ,NY,220,3.799,43.2316508,-76.7306528
61410,KWIK FILL #58,ST 15,Rochester                               ,NY,190,3.969,43.15657789999999,-77.6088465
61410,KWIK FILL #58,ST 15,Rochester                               ,NY,190,3.999,43.15657789999999,-77.6088465
61421,7-ELEVEN #40294,"I-80 WB, EXIT 139",Amherst,OH,249,3.53233333,41.3794617,-82.2181702
61430,7-ELEVEN #40303,"I-90, EXIT 7",Clyde,OH,550,3.66233333,43.934,-91.8130177
61431,7-ELEVEN #40304,"I-90, EXIT 7",Clyde,OH,550,3.66233333,43.934,-91.8130177
61439,7-ELEVEN #40302,"I-75, EXIT 157",Genoa,OH,550,3.66233333,40.360762,-84.1601308
